"","study_area","subsite","soil_moisture","lat","long","elevation","ecosystem","exstart","year","treatment","plot","spp","woody","functional_group","genus","species","phenophase","DOY","snowfree_date","data_provider","data_provider_email","plot.n","year_type"
"1119","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE04","SALPOL","woody","deciduous shrub","Salix","polaris","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1120","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE04","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1121","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE05","SALPOL","woody","deciduous shrub","Salix","polaris","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1122","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE05","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1123","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE06","SALPOL","woody","deciduous shrub","Salix","polaris","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1124","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE06","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1125","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE07","SALPOL","woody","deciduous shrub","Salix","polaris","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1126","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE07","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1127","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE08","SALPOL","woody","deciduous shrub","Salix","polaris","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1128","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE08","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1129","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE09","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1130","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE10","SALPOL","woody","deciduous shrub","Salix","polaris","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1131","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE10","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1132","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE11","SALPOL","woody","deciduous shrub","Salix","polaris","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1133","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE11","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1134","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE12","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1135","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE13","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1136","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE14","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1137","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE16","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1138","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE17","SALPOL","woody","deciduous shrub","Salix","polaris","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1139","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE17","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1140","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE18","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1141","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE19","SALPOL","woody","deciduous shrub","Salix","polaris","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1142","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE19","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1143","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE20","SALPOL","woody","deciduous shrub","Salix","polaris","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1144","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE20","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1145","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE21","SALPOL","woody","deciduous shrub","Salix","polaris","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1146","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE21","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1147","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE22","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1148","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE23","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1149","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE24","SALPUL","woody","deciduous shrub","Salix","pulchra","green",169,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1150","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"CTL","AWC01","SALPOL","woody","deciduous shrub","Salix","polaris","green",170,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1151","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"CTL","AWC12","SALPOL","woody","deciduous shrub","Salix","polaris","green",171,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1152","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"CTL","AWC19","SALPUL","woody","deciduous shrub","Salix","pulchra","green",172,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1153","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE15","SALPUL","woody","deciduous shrub","Salix","pulchra","green",172,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1154","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"OTC","AWE24","SALPOL","woody","deciduous shrub","Salix","polaris","green",172,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1155","Atqasuk","Wet Meadow","wet",70.45,-157.4,18,"Low arctic",1996,2007,"CTL","AWC04","BETNAN","woody","deciduous shrub","Betula","nana","green",177,154,"Robert Hollister","hollistr[at]gvsu.edu",185,"early"
"1156","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC01","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1157","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC01","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1158","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC01","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1159","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC01","SALPHL","woody","deciduous shrub","Salix","phlebophylla","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1160","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC01","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1161","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC02","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1162","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC02","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1163","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC02","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1164","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC02","SALPHL","woody","deciduous shrub","Salix","phlebophylla","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1165","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC02","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1166","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC03","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1167","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC03","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1168","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC03","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1169","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC03","SALPHL","woody","deciduous shrub","Salix","phlebophylla","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1170","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC03","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1171","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC04","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1172","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC04","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1173","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC04","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1174","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC04","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1175","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC05","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1176","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC05","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1177","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC05","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1178","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC05","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1179","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC06","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1180","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC06","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1181","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC06","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1182","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC06","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1183","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC07","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1184","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC07","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1185","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC07","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1186","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC07","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1187","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC08","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1188","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC08","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1189","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC08","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1190","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC08","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1191","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC09","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1192","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC09","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1193","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC09","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1194","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC09","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1195","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC10","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1196","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC10","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1197","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC10","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1198","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC10","SALPHL","woody","deciduous shrub","Salix","phlebophylla","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1199","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC10","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1200","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC11","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1201","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC11","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1202","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC11","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1203","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC11","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1204","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC12","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1205","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC12","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1206","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC12","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1207","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC12","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1208","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC13","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1209","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC13","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1210","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC13","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1211","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC13","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1212","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC14","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1213","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC14","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1214","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC14","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1215","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"CTL","ADC14","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1216","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE01","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1217","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE01","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1218","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE01","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1219","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE01","SALPHL","woody","deciduous shrub","Salix","phlebophylla","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1220","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE01","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1221","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE02","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1222","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE02","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1223","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE02","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1224","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE02","SALPHL","woody","deciduous shrub","Salix","phlebophylla","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1225","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE02","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1226","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE03","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1227","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE03","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1228","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE03","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1229","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE03","SALPHL","woody","deciduous shrub","Salix","phlebophylla","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1230","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE03","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1231","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE04","CASTET","woody","evergreen shrub","Cassiope","tetragona","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1232","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE04","DIALAP","woody","evergreen shrub","Diapensia","lapponica","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1233","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE04","LEDPAL","woody","evergreen shrub","Ledum","palustre","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
"1234","Atqasuk","Dry Heath","dry",70.45,-157.4,22,"Low arctic",1996,2008,"OTC","ADE04","VACVIT","woody","deciduous shrub","Vaccinium","vitis-idaea","green",168,145,"Robert Hollister","hollistr[at]gvsu.edu",181,"early"
