"","ID","CH_PrecipMeanSummer","CH_TempMeanSummer","longitude","latitude","biomass","gridcell"
"758",758,112,9.2,-144.185927926,69.539270121,274.635345458984,"_69.5_-144"
"759",759,79,9.8,-143.922389926,69.890810121,282.46435546875,"_69.5_-143.5"
"760",760,92,10.2,-142.716503926,69.715040121,150.314910888672,"_69.5_-142.5"
"761",761,99,8,-145.040429926,69.405350121,239.887985229492,"_69_-145"
"762",762,101,9.3,-144.736961926,69.723410121,278.889953613281,"_69.5_-144.5"
"763",763,90,10.2,-141.877973926,69.706670121,134.790817260742,"_69.5_-141.5"
"764",764,91,10.5,-142.692545926,69.631340121,333.368896484375,"_69.5_-142.5"
"765",765,71,8.8,-143.411285926,69.999620121,194.288452148438,"_69.5_-143"
"766",766,64,9,-145.575491926,70.041470121,129.052993774414,"_70_-145.5"
"767",767,107,10.2,-143.818571926,69.564380121,267.718200683594,"_69.5_-143.5"
"768",768,81,9.6,-143.578991926,69.874070121,178.588607788086,"_69.5_-143.5"
"769",769,71,8.5,-143.403299926,70.033100121,167.710556030273,"_70_-143"
"770",770,91,9.9,-144.673073926,69.756890121,403.841400146484,"_69.5_-144.5"
"771",771,94,10.5,-142.996013926,69.539270121,682.490478515625,"_69.5_-142.5"
"772",772,92,10.1,-142.764419926,69.723410121,250.72492980957,"_69.5_-142.5"
"773",773,84,9.7,-142.588727926,69.823850121,208.651412963867,"_69.5_-142.5"
"774",774,84,10.5,-146.270273926,69.698300121,230.895797729492,"_69.5_-146"
"775",775,100,9.3,-143.834543926,69.438830121,336.873291015625,"_69_-143.5"
"776",776,120,7.3,-145.080359926,69.413720121,9.82016277313232,"_69_-145"
"777",777,86,9.4,-146.134511926,69.840590121,244.917343139648,"_69.5_-146"
"778",778,91,10.4,-142.660601926,69.581120121,283.632843017578,"_69.5_-142.5"
"779",779,107,10.4,-141.933875926,69.547640121,620.442260742188,"_69.5_-141.5"
"780",780,74,9.4,-143.650865926,69.941030121,207.762008666992,"_69.5_-143.5"
"781",781,81,8.9,-141.079373926,69.622970121,170.372222900391,"_69.5_-141"
"782",782,69,8.7,-143.507117926,70.016360121,131.306365966797,"_70_-143.5"
"783",783,104,10.5,-143.451215926,69.556010121,473.364837646484,"_69.5_-143"
"784",784,85,9.8,-145.759169926,69.790370121,332.329071044922,"_69.5_-145.5"
"785",785,83,9.6,-145.224107926,69.890810121,251.548843383789,"_69.5_-145"
"786",786,94,10,-143.379341926,69.765260121,227.712356567383,"_69.5_-143"
"787",787,69,9.4,-144.505367926,69.991250121,268.310791015625,"_69.5_-144.5"
"788",788,76,9,-143.387327926,69.966140121,127.674911499023,"_69.5_-143"
"789",789,85,10.3,-144.313703926,69.798740121,426.81005859375,"_69.5_-144"
"790",790,80,9.7,-142.237343926,69.848960121,103.125221252441,"_69.5_-142"
"791",791,73,9.6,-145.910903926,69.924290121,405.422790527344,"_69.5_-145.5"
"792",792,74,9.5,-143.786627926,69.941030121,217.429275512695,"_69.5_-143.5"
"793",793,73,9.6,-146.054651926,69.915920121,312.290863037109,"_69.5_-146"
"794",794,87,9.5,-145.104317926,69.865700121,272.041900634766,"_69.5_-145"
"795",795,86,10.2,-145.974791926,69.656450121,320.377502441406,"_69.5_-145.5"
"796",796,85,9.5,-145.423757926,69.848960121,363.735137939453,"_69.5_-145"
"797",797,91,9.6,-144.984527926,69.731780121,247.609100341797,"_69.5_-144.5"
"798",798,81,9.8,-143.698781926,69.865700121,191.140350341797,"_69.5_-143.5"
"799",799,70,9.3,-145.639379926,69.991250121,82.7930603027344,"_69.5_-145.5"
"800",800,91,10.3,-144.273773926,69.572750121,323.069580078125,"_69.5_-144"
"801",801,68,9.4,-145.870973926,69.982880121,199.909698486328,"_69.5_-145.5"
"802",802,88,10.5,-144.153983926,69.748520121,185.238250732422,"_69.5_-144"
"803",803,75,9.6,-145.391813926,69.957770121,331.228363037109,"_69.5_-145"
"804",804,91,9.9,-145.655351926,69.715040121,340.442962646484,"_69.5_-145.5"
"805",805,70,9.3,-146.214371926,69.949400121,152.059768676758,"_69.5_-146"
"806",806,91,10.6,-141.973805926,69.622970121,142.884704589844,"_69.5_-141.5"
"807",807,83,8.9,-141.199163926,69.656450121,116.444404602051,"_69.5_-141"
"808",808,98,10.2,-144.281759926,69.681560121,318.338775634766,"_69.5_-144"
"809",809,120,9.5,-143.786627926,69.514160121,272.881866455078,"_69.5_-143.5"
"810",810,79,9.4,-143.539061926,69.899180121,164.767761230469,"_69.5_-143.5"
"811",811,98,8.6,-145.056401926,69.380240121,226.476257324219,"_69_-145"
"812",812,115,9.7,-143.435243926,69.489050121,529.291809082031,"_69_-143"
"813",813,83,10.2,-145.727225926,69.740150121,286.068725585938,"_69.5_-145.5"
"814",814,81,10.1,-145.327925926,69.756890121,107.342567443848,"_69.5_-145"
"815",815,96,10.6,-143.954333926,69.664820121,352.735748291016,"_69.5_-143.5"
"816",816,93,9.6,-145.463687926,69.756890121,394.857177734375,"_69.5_-145"
"817",817,80,9.8,-144.984527926,69.882440121,383.366363525391,"_69.5_-144.5"
"818",818,91,10,-141.638393926,69.648080121,137.482864379883,"_69.5_-141.5"
"819",819,81,9.1,-143.195663926,69.899180121,146.938995361328,"_69.5_-143"
"820",820,96,9.7,-146.094581926,69.706670121,379.456970214844,"_69.5_-146"
"821",821,90,10.7,-143.547047926,69.681560121,257.319854736328,"_69.5_-143.5"
"822",822,88,10.3,-142.109567926,69.740150121,113.672569274902,"_69.5_-142"
"823",823,94,10.2,-141.742211926,69.631340121,108.083290100098,"_69.5_-141.5"
"824",824,90,9.7,-145.447715926,69.782000121,350.042816162109,"_69.5_-145"
"825",825,81,8.8,-141.063401926,69.622970121,166.416030883789,"_69.5_-141"
"826",826,83,10.1,-145.487645926,69.673190121,195.156433105469,"_69.5_-145"
"827",827,79,9.8,-144.465437926,69.890810121,366.200866699219,"_69.5_-144"
"828",828,76,9.5,-143.666837926,69.924290121,261.482208251953,"_69.5_-143.5"
"829",829,100,9,-145.032443926,69.480680121,700.733825683594,"_69_-145"
"830",830,92,10.1,-143.043929926,69.731780121,316.840515136719,"_69.5_-143"
"831",831,91,9.8,-141.398813926,69.556010121,414.562194824219,"_69.5_-141"
"832",832,65,9.1,-145.767155926,70.024730121,71.5438537597656,"_70_-145.5"
"833",833,86,10.1,-146.054651926,69.622970121,363.930114746094,"_69.5_-146"
"834",834,82,10,-144.537311926,69.840590121,344.733123779297,"_69.5_-144.5"
"835",835,95,9.3,-145.072373926,69.731780121,300.376770019531,"_69.5_-145"
"836",836,79,10.1,-143.762669926,69.832220121,264.135040283203,"_69.5_-143.5"
"837",837,83,9.6,-145.982777926,69.857330121,259.441162109375,"_69.5_-145.5"
"838",838,79,9.9,-144.281759926,69.882440121,296.899475097656,"_69.5_-144"
"839",839,99,9.7,-145.775141926,69.698300121,429.157440185547,"_69.5_-145.5"
"840",840,103,10.2,-144.114053926,69.681560121,327.261779785156,"_69.5_-144"
"841",841,78,9.9,-145.950833926,69.798740121,241.061477661133,"_69.5_-145.5"
"842",842,98,10.3,-144.225857926,69.664820121,309.099304199219,"_69.5_-144"
"843",843,88,10.5,-144.138011926,69.740150121,223.502227783203,"_69.5_-144"
"844",844,92,9.8,-141.414785926,69.556010121,450.015563964844,"_69.5_-141"
"845",845,97,9.5,-144.720989926,69.505790121,38.1961097717285,"_69.5_-144.5"
"846",846,69,9,-144.225857926,70.033100121,226.39453125,"_70_-144"
"847",847,92,10.5,-143.730725926,69.731780121,233.505905151367,"_69.5_-143.5"
"848",848,84,9.8,-143.531075926,69.848960121,187.831436157227,"_69.5_-143.5"
"849",849,68,8.5,-142.988027926,70.033100121,153.856521606445,"_70_-142.5"
"850",850,85,10.3,-144.329675926,69.790370121,248.106582641602,"_69.5_-144"
"851",851,82,10,-144.441479926,69.848960121,344.077117919922,"_69.5_-144"
"852",852,76,9.1,-143.467187926,69.949400121,189.056854248047,"_69.5_-143"
"853",853,79,9,-142.772405926,69.924290121,135.192047119141,"_69.5_-142.5"
"854",854,70,9.6,-144.984527926,69.974510121,70.2511749267578,"_69.5_-144.5"
"855",855,80,10,-144.864737926,69.857330121,463.629943847656,"_69.5_-144.5"
"856",856,86,9.7,-141.366869926,69.614600121,233.182113647461,"_69.5_-141"
"857",857,85,9.6,-142.796363926,69.832220121,139.324447631836,"_69.5_-142.5"
"858",858,72,9.5,-144.329675926,69.957770121,514.895324707031,"_69.5_-144"
"859",859,66,8.4,-142.972055926,70.049840121,162.19255065918,"_70_-142.5"
"860",860,93,10.4,-142.229357926,69.698300121,275.369079589844,"_69.5_-142"
"861",861,99,10.6,-143.331425926,69.589490121,376.4365234375,"_69.5_-143"
"862",862,106,9.6,-143.714753926,69.489050121,341.969482421875,"_69_-143.5"
"863",863,91,10.6,-143.059901926,69.547640121,283.721527099609,"_69.5_-143"
"864",864,69,8.6,-142.852265926,70.007990121,147.496765136719,"_70_-142.5"
"865",865,80,9.5,-144.872723926,69.924290121,276.034362792969,"_69.5_-144.5"
"866",866,84,9.7,-142.988027926,69.823850121,155.985244750977,"_69.5_-142.5"
"867",867,71,9.1,-143.626907926,69.974510121,227.911102294922,"_69.5_-143.5"
"868",868,66,8.8,-143.906417926,70.041470121,149.453598022461,"_70_-143.5"
"869",869,101,10.4,-143.075873926,69.564380121,493.991546630859,"_69.5_-143"
"870",870,71,8.5,-142.884209926,70.016360121,139.901245117188,"_70_-142.5"
"871",871,106,10,-144.273773926,69.648080121,326.155364990234,"_69.5_-144"
"872",872,74,9.7,-144.337661926,69.932660121,243.025344848633,"_69.5_-144"
"873",873,66,8.5,-143.531075926,70.058210121,188.31071472168,"_70_-143.5"
"874",874,72,9.6,-145.591463926,69.932660121,337.606414794922,"_69.5_-145.5"
"875",875,88,10.6,-143.634893926,69.715040121,195.145278930664,"_69.5_-143.5"
"876",876,84,9.8,-143.315453926,69.823850121,241.411926269531,"_69.5_-143"
"877",877,93,9.6,-145.000499926,69.790370121,505.180541992188,"_69.5_-145"
"878",878,71,9.2,-144.010235926,69.999620121,127.024253845215,"_69.5_-144"
"879",879,79,9.7,-143.594963926,69.865700121,227.038818359375,"_69.5_-143.5"
"880",880,91,9.9,-145.519589926,69.664820121,269.898406982422,"_69.5_-145.5"
"881",881,93,10.4,-142.716503926,69.606230121,440.347778320312,"_69.5_-142.5"
"882",882,89,9.2,-144.888695926,69.698300121,231.692825317383,"_69.5_-144.5"
"883",883,99,9.4,-144.720989926,69.715040121,306.886352539062,"_69.5_-144.5"
"884",884,86,9.6,-145.974791926,69.848960121,347.49072265625,"_69.5_-145.5"
"885",885,75,9.8,-145.040429926,69.941030121,211.810028076172,"_69.5_-145"
"886",886,77,9.4,-143.986277926,69.957770121,190.727844238281,"_69.5_-143.5"
"887",887,79,9.8,-143.938361926,69.874070121,294.026977539062,"_69.5_-143.5"
"888",888,81,9.2,-143.219621926,69.899180121,143.264068603516,"_69.5_-143"
"889",889,68,8.3,-142.860251926,70.049840121,152.872772216797,"_70_-142.5"
"890",890,92,10.3,-143.355383926,69.497420121,515.816162109375,"_69_-143"
"891",891,76,8.8,-142.796363926,69.949400121,159.752868652344,"_69.5_-142.5"
"892",892,66,8.5,-143.690795926,70.058210121,186.727233886719,"_70_-143.5"
"893",893,84,9.7,-146.110553926,69.782000121,322.412017822266,"_69.5_-146"
"894",894,87,10.2,-144.082109926,69.798740121,229.762359619141,"_69.5_-144"
"895",895,80,9.6,-145.471673926,69.890810121,301.777313232422,"_69.5_-145"
"896",896,74,8.7,-142.924139926,69.982880121,136.160354614258,"_69.5_-142.5"
"897",897,94,10.4,-141.670337926,69.589490121,280.663177490234,"_69.5_-141.5"
"898",898,95,9.1,-144.768905926,69.455570121,285.184814453125,"_69_-144.5"
"899",899,97,8,-145.024457926,69.413720121,191.099258422852,"_69_-145"
"900",900,85,9.7,-145.024457926,69.848960121,362.001220703125,"_69.5_-145"
"901",901,104,8.6,-145.176191926,69.673190121,88.9367446899414,"_69.5_-145"
"902",902,76,9.6,-145.894931926,69.874070121,304.435729980469,"_69.5_-145.5"
"903",903,88,9.7,-145.040429926,69.807110121,451.104156494141,"_69.5_-145"
"904",904,86,9.8,-145.910903926,69.773630121,349.990844726562,"_69.5_-145.5"
"905",905,82,9.8,-142.708517926,69.823850121,217.067031860352,"_69.5_-142.5"
"906",906,92,9,-144.808835926,69.422090121,228.512176513672,"_69_-144.5"
"907",907,71,9.2,-143.930375926,69.991250121,175.046417236328,"_69.5_-143.5"
"908",908,92,10.3,-141.606449926,69.564380121,396.270141601562,"_69.5_-141.5"
"909",909,97,9.4,-145.990763926,69.631340121,55.6257591247559,"_69.5_-145.5"
"910",910,93,10.1,-144.537311926,69.723410121,309.473602294922,"_69.5_-144.5"
"911",911,92,10.1,-142.732475926,69.731780121,141.667190551758,"_69.5_-142.5"
"912",912,100,10.5,-141.973805926,69.572750121,374.215026855469,"_69.5_-141.5"
"913",913,82,10.1,-144.521339926,69.832220121,293.455078125,"_69.5_-144.5"
"914",914,102,9.7,-144.497381926,69.673190121,268.504302978516,"_69.5_-144"
"915",915,93,10.3,-142.780391926,69.681560121,198.160339355469,"_69.5_-142.5"
"916",916,72,9.5,-144.529325926,69.974510121,348.868072509766,"_69.5_-144.5"
"917",917,72,9.5,-145.176191926,69.974510121,170.639266967773,"_69.5_-145"
"918",918,73,8.6,-143.203649926,69.999620121,188.920104980469,"_69.5_-143"
"919",919,101,10.3,-143.011985926,69.622970121,487.370178222656,"_69.5_-143"
"920",920,88,10.2,-144.521339926,69.798740121,344.462188720703,"_69.5_-144.5"
"921",921,68,8.2,-143.019971926,70.058210121,146.599868774414,"_70_-143"
"922",922,77,9.5,-142.309217926,69.882440121,210.073516845703,"_69.5_-142"
"923",923,90,9.9,-141.678323926,69.689930121,165.992858886719,"_69.5_-141.5"
"924",924,82,9.9,-144.425507926,69.865700121,250.679382324219,"_69.5_-144"
"925",925,91,10.4,-141.997763926,69.673190121,130.119506835938,"_69.5_-141.5"
"926",926,71,8.5,-143.379341926,70.033100121,134.505722045898,"_70_-143"
"927",927,102,10.5,-141.957833926,69.564380121,470.175872802734,"_69.5_-141.5"
"928",928,89,9.7,-141.478673926,69.656450121,148.584594726562,"_69.5_-141"
"929",929,85,9.9,-142.516853926,69.798740121,135.693908691406,"_69.5_-142.5"
"930",930,77,9.8,-143.802599926,69.890810121,190.905044555664,"_69.5_-143.5"
"931",931,91,10.7,-141.917903926,69.581120121,247.479995727539,"_69.5_-141.5"
"932",932,75,9.6,-145.519589926,69.941030121,270.282165527344,"_69.5_-145.5"
"933",933,81,9.7,-146.126525926,69.790370121,363.000793457031,"_69.5_-146"
"934",934,91,10.3,-144.465437926,69.589490121,418.617462158203,"_69.5_-144"
"935",935,80,9.6,-145.008485926,69.915920121,402.20947265625,"_69.5_-145"
"936",936,80,9.7,-145.359869926,69.899180121,299.117889404297,"_69.5_-145"
"937",937,92,10.1,-142.828307926,69.715040121,269.306549072266,"_69.5_-142.5"
"938",938,89,9.9,-145.655351926,69.664820121,167.328369140625,"_69.5_-145.5"
"939",939,76,9.4,-143.307467926,69.890810121,242.950408935547,"_69.5_-143"
"940",940,76,9.1,-143.443229926,69.949400121,173.532073974609,"_69.5_-143"
"941",941,96,10.4,-142.932125926,69.614600121,387.652191162109,"_69.5_-142.5"
"942",942,86,9.9,-145.878959926,69.756890121,352.702117919922,"_69.5_-145.5"
"943",943,69,9.1,-144.337661926,70.024730121,362.100769042969,"_70_-144"
"944",944,93,10.1,-142.916153926,69.706670121,379.036804199219,"_69.5_-142.5"
"945",945,114,8.5,-144.808835926,69.463940121,401.381500244141,"_69_-144.5"
"946",946,64,8.3,-143.491145926,70.083320121,211.14892578125,"_70_-143"
"947",947,90,10.6,-143.994263926,69.723410121,338.708312988281,"_69.5_-143.5"
"948",948,99,10.6,-143.435243926,69.589490121,398.733032226562,"_69.5_-143"
"949",949,70,9.4,-146.038679926,69.957770121,185.935409545898,"_69.5_-146"
"950",950,80,9.6,-146.326175926,69.823850121,288.8779296875,"_69.5_-146"
"951",951,68,8.5,-143.195663926,70.033100121,157.055923461914,"_70_-143"
"952",952,74,9.2,-142.980041926,69.924290121,191.895858764648,"_69.5_-142.5"
"953",953,69,8.5,-142.932125926,70.024730121,161.924270629883,"_70_-142.5"
"954",954,76,9.1,-143.531075926,69.957770121,217.471099853516,"_69.5_-143.5"
"955",955,74,8.6,-143.171705926,69.999620121,184.407806396484,"_69.5_-143"
"956",956,75,9.9,-145.264037926,69.832220121,161.033798217773,"_69.5_-145"
"957",957,99,9.7,-145.751183926,69.689930121,336.816131591797,"_69.5_-145.5"
"958",958,74,8.8,-142.900181926,69.966140121,141.494735717773,"_69.5_-142.5"
"959",959,96,9.4,-144.904667926,69.547640121,280.339141845703,"_69.5_-144.5"
"960",960,75,9.7,-145.926875926,69.857330121,354.630523681641,"_69.5_-145.5"
"961",961,76,9.4,-143.275523926,69.882440121,169.665344238281,"_69.5_-143"
"962",962,68,8.3,-143.371355926,70.066580121,143.98860168457,"_70_-143"
"963",963,82,9.4,-142.820321926,69.865700121,140.196990966797,"_69.5_-142.5"
"964",964,66,8.5,-143.267537926,70.049840121,100.798011779785,"_70_-143"
"965",965,93,10.5,-142.205399926,69.681560121,172.475433349609,"_69.5_-142"
"966",966,88,9.8,-144.816821926,69.756890121,404.197113037109,"_69.5_-144.5"
"967",967,82,9.7,-143.523089926,69.865700121,121.394996643066,"_69.5_-143.5"
"968",968,84,9.8,-144.489395926,69.874070121,299.140350341797,"_69.5_-144"
"969",969,98,10.7,-143.443229926,69.589490121,428.662994384766,"_69.5_-143"
"970",970,72,8.8,-142.596713926,69.974510121,158.731338500977,"_69.5_-142.5"
"971",971,81,10,-145.575491926,69.706670121,283.634033203125,"_69.5_-145.5"
"972",972,96,10.5,-142.101581926,69.622970121,346.475006103516,"_69.5_-142"
"973",973,98,10.4,-142.660601926,69.631340121,356.117889404297,"_69.5_-142.5"
"974",974,75,10.5,-146.254301926,69.740150121,294.115203857422,"_69.5_-146"
"975",975,102,10.4,-143.746697926,69.581120121,330.939239501953,"_69.5_-143.5"
"976",976,88,10.3,-144.257801926,69.765260121,350.655883789062,"_69.5_-144"
"977",977,100,9.5,-144.153983926,69.489050121,386.6171875,"_69_-144"
"978",978,84,9.8,-143.051915926,69.815480121,204.862167358398,"_69.5_-143"
"979",979,72,9.4,-144.289745926,69.974510121,269.947509765625,"_69.5_-144"
"980",980,89,10.4,-144.090095926,69.564380121,584.237915039062,"_69.5_-144"
"981",981,95,9.4,-145.184177926,69.782000121,368.823181152344,"_69.5_-145"
"982",982,88,10.2,-142.444979926,69.756890121,168.414642333984,"_69.5_-142"
"983",983,77,9.8,-144.705017926,69.882440121,307.311004638672,"_69.5_-144.5"
"984",984,67,9.4,-145.431743926,69.999620121,137.189804077148,"_69.5_-145"
"985",985,88,9.9,-141.598463926,69.673190121,178.166244506836,"_69.5_-141.5"
"986",986,82,9.8,-142.189427926,69.823850121,133.494659423828,"_69.5_-142"
"987",987,83,10.6,-144.193913926,69.648080121,448.540740966797,"_69.5_-144"
"988",988,84,9.5,-143.451215926,69.890810121,149.502593994141,"_69.5_-143"
"989",989,67,9.3,-145.791113926,69.999620121,183.86994934082,"_69.5_-145.5"
"990",990,69,8.4,-143.155733926,70.041470121,179.747497558594,"_70_-143"
"991",991,88,9.9,-141.710267926,69.706670121,78.2876129150391,"_69.5_-141.5"
"992",992,105,9.8,-144.417521926,69.505790121,431.5966796875,"_69.5_-144"
"993",993,107,9.7,-143.778641926,69.489050121,491.498199462891,"_69_-143.5"
"994",994,84,10,-143.602949926,69.823850121,153.737442016602,"_69.5_-143.5"
"995",995,86,9.7,-141.398813926,69.631340121,245.422073364258,"_69.5_-141"
"996",996,71,9.1,-143.610935926,69.974510121,222.348297119141,"_69.5_-143.5"
"997",997,72,9.5,-145.799099926,69.957770121,237.891754150391,"_69.5_-145.5"
"998",998,90,10.3,-144.249815926,69.782000121,348.549377441406,"_69.5_-144"
"999",999,118,7.5,-144.928625926,69.413720121,200.735458374023,"_69_-144.5"
"1000",1000,96,10.4,-141.822071926,69.606230121,98.5027313232422,"_69.5_-141.5"
"1001",1001,84,9.6,-146.206385926,69.790370121,381.623962402344,"_69.5_-146"
"1002",1002,72,9.4,-144.305717926,69.982880121,258.468902587891,"_69.5_-144"
"1003",1003,110,9.9,-143.770655926,69.539270121,492.659851074219,"_69.5_-143.5"
"1004",1004,66,8.3,-143.219621926,70.058210121,80.930778503418,"_70_-143"
"1005",1005,77,10.1,-144.321689926,69.865700121,436.119506835938,"_69.5_-144"
"1006",1006,92,10.1,-142.788377926,69.723410121,276.406890869141,"_69.5_-142.5"
"1007",1007,102,9.6,-144.145997926,69.522530121,383.930908203125,"_69.5_-144"
"1008",1008,71,8.7,-143.515103926,70.024730121,124.836204528809,"_70_-143.5"
"1009",1009,86,9.9,-145.264037926,69.698300121,229.14973449707,"_69.5_-145"
"1010",1010,76,9.5,-143.339411926,69.890810121,225.953872680664,"_69.5_-143"
"1011",1011,123,7.9,-144.912653926,69.463940121,307.414306640625,"_69_-144.5"
"1012",1012,81,9,-143.171705926,69.941030121,316.590057373047,"_69.5_-143"
"1013",1013,92,9.9,-145.663337926,69.715040121,346.78515625,"_69.5_-145.5"
"1014",1014,102,10.5,-143.403299926,69.547640121,393.863586425781,"_69.5_-143"
"1015",1015,70,9.5,-145.120289926,69.982880121,179.688720703125,"_69.5_-145"
"1016",1016,95,10.4,-144.337661926,69.706670121,357.413482666016,"_69.5_-144"
"1017",1017,102,8.6,-145.016471926,69.681560121,179.744094848633,"_69.5_-145"
"1018",1018,91,9.6,-146.198399926,69.773630121,307.335632324219,"_69.5_-146"
"1019",1019,67,9.2,-145.751183926,70.007990121,131.565963745117,"_70_-145.5"
"1020",1020,87,10.3,-146.382077926,69.723410121,143.565200805664,"_69.5_-146"
"1021",1021,77,9.7,-144.912653926,69.932660121,230.999237060547,"_69.5_-144.5"
"1022",1022,89,10.4,-146.182427926,69.648080121,282.219543457031,"_69.5_-146"
"1023",1023,82,9.7,-142.724489926,69.840590121,185.699905395508,"_69.5_-142.5"
"1024",1024,88,10.7,-143.602949926,69.656450121,212.125244140625,"_69.5_-143.5"
"1025",1025,98,10.5,-144.058151926,69.639710121,452.3037109375,"_69.5_-144"
"1026",1026,88,10.2,-142.341161926,69.765260121,206.566635131836,"_69.5_-142"
"1027",1027,91,10.2,-141.710267926,69.648080121,146.631149291992,"_69.5_-141.5"
"1028",1028,112,9.7,-143.906417926,69.514160121,305.121856689453,"_69.5_-143.5"
"1029",1029,74,9.3,-144.114053926,69.982880121,170.0126953125,"_69.5_-144"
"1030",1030,82,9.5,-142.596713926,69.857330121,162.562347412109,"_69.5_-142.5"
"1031",1031,85,9.8,-142.660601926,69.807110121,192.519653320312,"_69.5_-142.5"
"1032",1032,90,10.3,-144.225857926,69.782000121,368.448120117188,"_69.5_-144"
"1033",1033,99,10.5,-143.259551926,69.530900121,416.746063232422,"_69.5_-143"
"1034",1034,77,9.7,-145.479659926,69.907550121,323.240844726562,"_69.5_-145"
"1035",1035,88,9.9,-144.872723926,69.790370121,452.22900390625,"_69.5_-144.5"
"1036",1036,84,10.1,-143.722739926,69.823850121,355.444793701172,"_69.5_-143.5"
"1037",1037,98,10.2,-142.988027926,69.664820121,348.989105224609,"_69.5_-142.5"
"1038",1038,77,9.7,-145.216121926,69.924290121,209.912689208984,"_69.5_-145"
"1039",1039,96,10.4,-142.788377926,69.581120121,365.540222167969,"_69.5_-142.5"
"1040",1040,85,9.7,-145.008485926,69.840590121,378.673217773438,"_69.5_-145"
"1041",1041,84,10,-143.555033926,69.815480121,224.579818725586,"_69.5_-143.5"
"1042",1042,93,10.1,-142.740461926,69.715040121,152.364898681641,"_69.5_-142.5"
"1043",1043,114,9.8,-143.778641926,69.539270121,335.428039550781,"_69.5_-143.5"
"1044",1044,93,10.3,-142.764419926,69.681560121,174.983062744141,"_69.5_-142.5"
"1045",1045,92,10,-142.956083926,69.740150121,341.39794921875,"_69.5_-142.5"
"1046",1046,95,9.7,-144.832793926,69.530900121,339.113464355469,"_69.5_-144.5"
"1047",1047,88,10.3,-142.101581926,69.740150121,105.380332946777,"_69.5_-142"
"1048",1048,87,10.4,-143.547047926,69.756890121,182.958267211914,"_69.5_-143.5"
"1049",1049,71,8.9,-143.738711926,70.016360121,230.289184570312,"_70_-143.5"
"1050",1050,86,9.8,-144.832793926,69.756890121,401.027862548828,"_69.5_-144.5"
"1051",1051,81,11,-144.369605926,69.505790121,176.282501220703,"_69.5_-144"
"1052",1052,66,8.4,-143.019971926,70.049840121,182.328628540039,"_70_-143"
"1053",1053,85,10.3,-142.157483926,69.756890121,93.8499145507812,"_69.5_-142"
"1054",1054,81,9.6,-146.158469926,69.848960121,385.952972412109,"_69.5_-146"
"1055",1055,104,10.3,-143.730725926,69.572750121,341.128021240234,"_69.5_-143.5"
"1056",1056,104,9.9,-144.153983926,69.614600121,459.761840820312,"_69.5_-144"
"1057",1057,81,10.6,-144.385577926,69.639710121,551.379272460938,"_69.5_-144"
"1058",1058,70,9.2,-146.110553926,69.974510121,111.761299133301,"_69.5_-146"
"1059",1059,85,9.9,-142.365119926,69.807110121,118.556007385254,"_69.5_-142"
"1060",1060,82,9.6,-145.000499926,69.899180121,331.695434570312,"_69.5_-145"
"1061",1061,86,9.6,-146.150483926,69.773630121,441.811584472656,"_69.5_-146"
"1062",1062,74,9.4,-144.082109926,69.957770121,151.631301879883,"_69.5_-144"
"1063",1063,99,9.1,-145.032443926,69.706670121,246.825775146484,"_69.5_-145"
"1064",1064,91,10.3,-142.540811926,69.698300121,372.090881347656,"_69.5_-142.5"
"1065",1065,86,9.6,-141.318953926,69.547640121,250.399230957031,"_69.5_-141"
"1066",1066,85,10.1,-142.181441926,69.782000121,153.458908081055,"_69.5_-142"
"1067",1067,64,8.1,-143.051915926,70.074950121,176.240524291992,"_70_-143"
"1068",1068,88,9.8,-141.430757926,69.622970121,228.162002563477,"_69.5_-141"
"1069",1069,95,10.5,-142.245329926,69.681560121,236.648330688477,"_69.5_-142"
"1070",1070,70,9.3,-146.214371926,69.957770121,130.376968383789,"_69.5_-146"
"1071",1071,86,9.4,-141.255065926,69.597860121,106.521179199219,"_69.5_-141"
"1072",1072,93,10.7,-143.866487926,69.673190121,185.089996337891,"_69.5_-143.5"
"1073",1073,90,9.9,-144.720989926,69.782000121,372.647674560547,"_69.5_-144.5"
"1074",1074,80,9.8,-145.926875926,69.790370121,245.509323120117,"_69.5_-145.5"
"1075",1075,90,10.4,-146.294231926,69.698300121,187.671524047852,"_69.5_-146"
"1076",1076,120,9.3,-143.690795926,69.497420121,561.894897460938,"_69_-143.5"
"1077",1077,95,10.2,-142.596713926,69.689930121,339.088409423828,"_69.5_-142.5"
"1078",1078,87,10.3,-143.219621926,69.731780121,316.480102539062,"_69.5_-143"
"1079",1079,97,9,-145.064387926,69.489050121,279.666900634766,"_69_-145"
"1080",1080,90,10.4,-142.109567926,69.723410121,89.9926528930664,"_69.5_-142"
"1081",1081,77,9.7,-145.168205926,69.924290121,136.882125854492,"_69.5_-145"
"1082",1082,91,10,-144.633143926,69.740150121,356.791290283203,"_69.5_-144.5"
"1083",1083,76,9.2,-143.091845926,69.932660121,294.466278076172,"_69.5_-143"
"1084",1084,71,8.5,-143.315453926,70.033100121,185.935119628906,"_70_-143"
"1085",1085,88,10.5,-144.177941926,69.698300121,330.160217285156,"_69.5_-144"
"1086",1086,96,10.5,-142.253315926,69.648080121,135.416610717773,"_69.5_-142"
"1087",1087,100,10.5,-143.483159926,69.681560121,383.407379150391,"_69.5_-143"
"1088",1088,85,10.2,-144.489395926,69.807110121,296.597595214844,"_69.5_-144"
