"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","FuncPlotCover","DominatingFG","ShrubCover","GraminoidCover","ForbCover","LichenCover","MossCover","PlotDominatingFG","ShrubMean","ForbMean","GraminoidMean","LichenMean","MossMean","AnnualRichness","MeanRichness"
"389","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Melanelia ","Melanelia","LFOLI","Melanelia","CTL",3.94736842105263,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",90.7894736842105,"Lichen-Dominated",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"390","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Cetraria nivalis","Cetraria","LFRUT","Cetraria nivalis","CTL",1.31578947368421,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",90.7894736842105,"Lichen-Dominated",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"391","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Melanelia stygia","Melanelia","LFOLI","Melanelia stygia","CTL",1.31578947368421,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",90.7894736842105,"Lichen-Dominated",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"392","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Arctoparmelia separata","Arctoparmelia","LFOLI","Arctoparmelia separata","CTL",9.21052631578947,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",90.7894736842105,"Lichen-Dominated",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"393","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Pseudephebe ","Pseudephebe","LFOLI","Pseudephebe","CTL",7.89473684210526,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",90.7894736842105,"Lichen-Dominated",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"394","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Thamnolia ","Thamnolia","LFRUT","Thamnolia","CTL",2.63157894736842,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",90.7894736842105,"Lichen-Dominated",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"395","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Oxytropis nigrescens","Oxytropis","FORB","Oxytropis nigrescens","CTL",1.31578947368421,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Forb",1.31578947368421,"None",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"396","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Hypogymnia ","Hypogymnia","LFOLI","Hypogymnia","CTL",5.26315789473684,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",90.7894736842105,"Lichen-Dominated",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"397","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Umbilicaria ","Umbilicaria","LFOLI","Umbilicaria","CTL",6.57894736842105,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",90.7894736842105,"Lichen-Dominated",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"398","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Alectoria ochroleuca","Alectoria","LFRUT","Alectoria ochroleuca","CTL",1.31578947368421,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",90.7894736842105,"Lichen-Dominated",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"399","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Sphaerophorus globosus","Sphaerophorus","LFRUT","Sphaerophorus globosus","CTL",1.31578947368421,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",90.7894736842105,"Lichen-Dominated",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"400","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Cladonia ","Cladonia","LFRUT","Cladonia","CTL",2.63157894736842,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",90.7894736842105,"Lichen-Dominated",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"401","ANWR:ATIGUN-A:5:2007","ANWR:ATIGUN-A:5","ANWR:ATIGUN-A","ANWR","ATIGUN-A","5",2007,"LIVE","NONWOODY","pf_all_XY","Polytrichum ","Polytrichum","MACRO","Polytrichum","CTL",2.63157894736842,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Moss",2.63157894736842,"None",5.26315789473684,0,1.31578947368421,90.7894736842105,2.63157894736842,"Lichen-Dominated",11.324653096155,3.4931841799621,0,83.0854575463048,2.09670517757809,16,18
"402","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Dryas octopetala","Dryas","SEVER","Dryas octopetala","CTL",31.25,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Shrub",53.125,"Shrub-Dominated",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"403","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Polytrichum ","Polytrichum","MACRO","Polytrichum","CTL",1.5625,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Moss",1.5625,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"404","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Asahinea chrysantha","Asahinea","LFOLI","Asahinea chrysantha","CTL",4.6875,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",45.3125,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"405","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Peltigera aphthosa","Peltigera","LFOLI","Peltigera aphthosa","CTL",3.125,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",45.3125,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"406","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Crustose ","Crustose","LCRUS","Crustose","CTL",12.5,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",45.3125,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"407","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Salix phlebophylla","Salix","SDECI","Salix phlebophylla","CTL",20.3125,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Shrub",53.125,"Shrub-Dominated",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"408","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Cetraria cucullata","Cetraria","LFRUT","Cetraria cucullata","CTL",7.8125,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",45.3125,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"409","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Melanelia ","Melanelia","LFOLI","Melanelia","CTL",4.6875,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",45.3125,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"410","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Bryocaulon ","Bryocaulon","LFRUT","Bryocaulon","CTL",3.125,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",45.3125,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"411","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Sphaerophorus globosus","Sphaerophorus","LFRUT","Sphaerophorus globosus","CTL",1.5625,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",45.3125,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"412","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Cladonia ","Cladonia","LFRUT","Cladonia","CTL",1.5625,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",45.3125,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"413","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Stereocaulon ","Stereocaulon","LFRUT","Stereocaulon","CTL",1.5625,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",45.3125,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"414","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Vaccinium vitis-idaea","Vaccinium","SDECI","Vaccinium vitis-idaea","CTL",1.5625,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Shrub",53.125,"Shrub-Dominated",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"415","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Hypogymnia ","Hypogymnia","LFOLI","Hypogymnia","CTL",3.125,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",45.3125,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"416","ANWR:ATIGUN-A:6:2007","ANWR:ATIGUN-A:6","ANWR:ATIGUN-A","ANWR","ATIGUN-A","6",2007,"LIVE","NONWOODY","pf_all_XY","Peltigera ","Peltigera","LFOLI","Peltigera","CTL",1.5625,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",45.3125,"None",53.125,0,0,45.3125,1.5625,"Shrub-Dominated",56.6103056618585,1.19713472671965,0,39.2087687665587,2.98379084486311,15,16
"417","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Crustose ","Crustose","LCRUS","Crustose","CTL",30.7692307692308,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",55.3846153846154,"Lichen-Dominated",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"418","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Dryas octopetala","Dryas","SEVER","Dryas octopetala","CTL",35.3846153846154,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Shrub",38.4615384615385,"None",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"419","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Polytrichum ","Polytrichum","MACRO","Polytrichum","CTL",3.07692307692308,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Moss",6.15384615384615,"None",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"420","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Thamnolia ","Thamnolia","LFRUT","Thamnolia","CTL",3.07692307692308,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",55.3846153846154,"Lichen-Dominated",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"421","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Cetraria cucullata","Cetraria","LFRUT","Cetraria cucullata","CTL",1.53846153846154,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",55.3846153846154,"Lichen-Dominated",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"422","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Asahinea chrysantha","Asahinea","LFOLI","Asahinea chrysantha","CTL",1.53846153846154,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",55.3846153846154,"Lichen-Dominated",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"423","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Salix phlebophylla","Salix","SDECI","Salix phlebophylla","CTL",1.53846153846154,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Shrub",38.4615384615385,"None",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"424","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Vaccinium vitis-idaea","Vaccinium","SDECI","Vaccinium vitis-idaea","CTL",1.53846153846154,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Shrub",38.4615384615385,"None",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"425","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Hypogymnia ","Hypogymnia","LFOLI","Hypogymnia","CTL",3.07692307692308,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",55.3846153846154,"Lichen-Dominated",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"426","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Cetraria nivalis","Cetraria","LFRUT","Cetraria nivalis","CTL",4.61538461538462,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",55.3846153846154,"Lichen-Dominated",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"427","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Arctoparmelia separata","Arctoparmelia","LFOLI","Arctoparmelia separata","CTL",3.07692307692308,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",55.3846153846154,"Lichen-Dominated",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"428","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Melanelia ","Melanelia","LFOLI","Melanelia","CTL",4.61538461538462,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",55.3846153846154,"Lichen-Dominated",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"429","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Cladonia ","Cladonia","LFRUT","Cladonia","CTL",1.53846153846154,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",55.3846153846154,"Lichen-Dominated",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"430","ANWR:ATIGUN-A:7:2007","ANWR:ATIGUN-A:7","ANWR:ATIGUN-A","ANWR","ATIGUN-A","7",2007,"LIVE","NONWOODY","pf_all_XY","Bryocaulon ","Bryocaulon","LFRUT","Bryocaulon","CTL",1.53846153846154,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",55.3846153846154,"Lichen-Dominated",38.4615384615385,0,0,55.3846153846154,6.15384615384615,"Lichen-Dominated",36.2535084551393,1.05427888971254,0.469483568075117,55.9543314769408,6.26839761013223,15,17
"431","ANWR:ATIGUN-A:8:2007","ANWR:ATIGUN-A:8","ANWR:ATIGUN-A","ANWR","ATIGUN-A","8",2007,"LIVE","NONWOODY","pf_all_XY","Cetraria cucullata","Cetraria","LFRUT","Cetraria cucullata","CTL",6.32911392405063,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",32.9113924050633,"None",48.1012658227848,0,11.3924050632911,32.9113924050633,7.59493670886076,"None",55.7117855772919,8.46918552614755,1.10479797979798,22.4919287814857,12.2223021352768,19,18
"432","ANWR:ATIGUN-A:8:2007","ANWR:ATIGUN-A:8","ANWR:ATIGUN-A","ANWR","ATIGUN-A","8",2007,"LIVE","NONWOODY","pf_all_XY","Dryas octopetala","Dryas","SEVER","Dryas octopetala","CTL",21.5189873417722,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Shrub",48.1012658227848,"None",48.1012658227848,0,11.3924050632911,32.9113924050633,7.59493670886076,"None",55.7117855772919,8.46918552614755,1.10479797979798,22.4919287814857,12.2223021352768,19,18
"433","ANWR:ATIGUN-A:8:2007","ANWR:ATIGUN-A:8","ANWR:ATIGUN-A","ANWR","ATIGUN-A","8",2007,"LIVE","NONWOODY","pf_all_XY","Vaccinium vitis-idaea","Vaccinium","SDECI","Vaccinium vitis-idaea","CTL",24.0506329113924,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Shrub",48.1012658227848,"None",48.1012658227848,0,11.3924050632911,32.9113924050633,7.59493670886076,"None",55.7117855772919,8.46918552614755,1.10479797979798,22.4919287814857,12.2223021352768,19,18
